"journeyID","touchpoint_type","device"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Generic search","fixed"
751,"Generic search","fixed"
751,"Generic search","fixed"
751,"Organic","fixed"
751,"Generic search","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Organic","mobile"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Paid","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
751,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
